polytechnic_name,polytechnic_code,probidhan,Session_year,student_roll,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700908,null,null,2.93,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700909,null,null,3.61,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700916,null,null,3.16,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700919,null,null,3.16,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700938,null,null,3.53,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700958,null,null,3.09,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,700968,null,null,2.88,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,732259,null,null,2.40,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,732421,null,null,3.17,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,732453,null,null,3.12,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,777299,null,null,3.29,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,790087,null,null,3.08,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,790088,null,null,3.42,null,null,null,null,null
"Thakurgaon Polytechnic Institute, Thakurgaon",12053,2022,2022-2023,793001,null,null,2.95,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,700995,null,null,3.58,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,700996,null,null,3.57,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,700999,null,null,3.43,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701007,null,null,3.58,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701019,null,null,3.86,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701020,null,null,3.81,null,null,null,null,null
"Pirgonj Polytechnic Institute, Thakurgaon",12097,2022,2022-2023,701021,null,null,3.62,null,null,null,null,null
